Date,Text
2025-05-20 16:48:07+00:00,"Пишу опенсорс библиотеку, которая упрощает работу (база, очереди, тестирование и прочее).
Потому что если хочется создать какой то пет, то на написание бойлерплейт кода уходит много времени. Есть специальные шаблоны на гитхабе, но это опять про копирование, а не про батарейки в комплекте.
Например, если нужно при тестировании получить клиент для запросов на бек, с возможностью дебажить код (как в джанго, в фастапи такого клиента из коробки нет и каждый раз нужно копипастить)
@asynccontextmanager
async def debug_client(app, app_path: str = ""http://test""):
from httpx import ASGITransport, AsyncClient
async with AsyncClient(
transport=ASGITransport(app=app), base_url=app_path,
) as client:
yield client
pass
Стандартный клиент в fastapi, например, не дает дебажить код, потому что клиент работает отдельно, бек - отдельно. Решение для меня - вынести клиент в библиотеку и в тестах просто передавать ссылку на приложение, которое будет тестироваться.
Другие кейсы, решение для которых есть/будет в библиотеке:
- создание подключения к базе, шаблон настроек и функция depends для выдачи коннекта, чтобы не писать каждый раз по новой
- при тестировании поднятие отдельной базы для прогона тестов (опять же как в джанго из коробки)
- работа с шифрованием данных, которые нельзя хранить в открытом виде и расшифровка обратно
- код для работы с авторизацией, миддлвары и логика, чтобы не писать ее с нуля
- клиенты для работы с очередями (редис, rabbitmq) и их тестовые аналоги
- декораторы, для логгирования и профайлинга
- утилиты для конвертации кода в sync/async и обратно
Установить и проверить функциональность из списка выше, можно с версии 0.1.4b
pip install hexfrost-toolbox
В процессе получается, что для написания этой библиотеки используются функции их самой библиотеки. Так как чтобы протестировать часть функций, нужно поднимать базу или слать запросы через клиент, она использует сама себя.
Первая версия библиотеки была выпущена почти год назад, и в ней были самые утилиты, и у меня не было достаточно понимания, как это лучше сделать. Сейчас вроде бы это понимание есть.
Ссылка
на код
на гитхабе, лицензия MIT, поэтому можно использовать как захочется
Ютуб про питон
|
Чат про Python"
2025-03-05 10:39:40+00:00,"Как протестировать архитектуру? Ведь в Python можно сделать многое, так как множество ограничений существует на уровне слов, а не кода. В реальных проектах описание подходов может находиться в Confluence, что очень далеко от кода. Это часто забывается, пропускается или игнорируется, когда таски горят.
Например, если захотеть, в проекте можно отправить запрос в базу и из view, и из serializer, или любого другого места кода. По сути, никто ничего не сделает. На ревью это можно не заметить, заложив в кодовую базу бомбу замедленного действия, которая приведёт к рефакторингу на множество человеко-часов в будущем.
Походы в базу — это крайний пример. Однако, по сути, это может быть любое другое действие, происходящее не там, где надо. Чтобы автоматизировать процесс и снизить количество человеческих ошибок, можно написать тесты на архитектуру. Например, при использовании DDD-подхода с луковой архитектурой можно инкапсулировать слой домена и проверить, что внутри этого домена используются только разрешённые импорты. Это применимо к любому слою и пакету, чтобы избежать импортов пакетов, модулей и фреймворков, которым здесь не место.
Простой пример такого теста, который можно адаптировать под свои нужды:
import importlib
import pkgutil
def list_modules(package_name):
package = importlib.import_module(package_name)
modules = []
for _, module_name, is_pkg in pkgutil.walk_packages(package.__path__, package.__name__ + '.'):
modules.append(module_name)
if is_pkg:
modules.extend(list_modules(module_name))
return modules
def test_check_isolated_domain_layer():
accepted_layers = [
""domain""
]
root = 'src'
modules = list_modules(root)
for module in modules:
imported_module = module.split('.')[1]
for layer in accepted_layers:
assert imported_module == layer, f""""""Module ""{module}"" is not in accepted layers: ""{accepted_layers}"" """"""
Читать код в тг не особо удобно, так что вот ссылка на этот
код на гитхабе
Ютуб про питон
|
Чат про Python"
2025-03-03 18:46:04+00:00,"Последние полгода работаю ментором в одной онлайн-школе, это стало определенным этапом после менторства в чатах бесплатно. Большую часть этой парт-тайм деятельности занимает ревью проектов. И вот какими мыслями я хотел поделиться:
Основная мысль в том, что нужно давать развернутую обратную связь. То есть не просто указывать, что нужно поправить, а объяснять причины, почему нужно сделать именно так. Таким образом можно передать свой опыт и закрыть несколько проблем, которые бы возникли при подходе без детализированной обратной связи. Во-первых, это убирает искажение, при котором может казаться, что студент знает, почему так надо. Нам это очевидно, но для студента, скорее всего, нет, ведь он допускает ошибку. Во-вторых, это позволяет избежать вкусовщины. Если код работает, выполняет задачу, тесты покрывают то, что нужно, то не важно, что стиль отличается от того, как я бы это написал. Получается своеобразная грань: если нет обоснования, почему нужно сделать по-другому, то решение принимается.
Оставлять рефакторинг на выбор студента. Часть правок я пишу с пометкой ""необязательно"", за которыми скрыты сложные вызовы, но которые в целом необязательны для учебного проекта. То есть студент сам может решить, отрефакторить свое решение или нет, просто погуглить, что это, или проигнорировать, потому что и так сойдет. С таким подходом получается не кошмарить студентов непосильными требованиями, при этом показывать, в какую сторону можно расти. У всех разные дедлайны и условия обучения, так что студент выбирает себе оптимальный вариант погружения в тему.
Не тратить на ревью много времени и делать это итеративно. Так как все проекты подразумевают покрытие тестами, для ревью не требуется редактор и достаточно ссылки на GitHub, где можно сразу увидеть общие черты. Если тесты горят зеленым и проходят, можно сосредоточиться на решении, не беспокоясь, что решение кривое. Первым делом можно пройтись по верхам и понять, что архитектура решения не имеет критических проблем, или сразу отправить решение на доработку, без проверок на аннотацию типов или наличие документации, потому что это может поменяться в процессе рефакторинга. Таким образом, студент получает быструю обратную связь и не тратит время на определение приоритетов, потому что есть фокус только на критичных вещах, а мелочи будут следующими.
И, наверное, мысль в целом о менторстве: это важный процесс и стоит его добавить в список для карьерного роста тем, кто хочет развиваться в профессии, потому что это позволяет тренировать насмотренность, правильно формировать свои мысли и подсвечивать себе точки роста.
А у вас был опыт работы ментором или с ментором?
Ютуб про питон
|
Чат про Python"
2024-11-26 11:24:17+00:00,"Если представить, что задачи в Jira — это код, то можно описать их правильное функционирование с помощью конечного автомата (State Machine). При правильной реализации задача может находиться только в одном состоянии. Если у задачи есть два существенных признака, которые определяют статус, это значит, скорее всего, что это два разных статуса.
Вот как выглядит идеальный флоу для задачи на примере с прошлой работы:
К выполнению > В работе > На ревью > На тестировании > Апрув > Завершена
Этот флоу логичен и интуитивно понятен. Завершение задачи подразумевает слияние в основную ветку и деплой, что предусматривает асинхронный формат работы с задачей. Ошибка на каждом из шагов сбрасывает прогресс на одну из предыдущих ступеней.
Например, если решение написано и уходит на ревью, но код грязный или недостаточно покрыт тестами, это будет сразу понятно и можно с минимальными затратами вернуть задачу в работу. После апрува на ревью разработчик переводит задачу в статус ""На тестировании"", и люди, ответственные за тестирование, могут брать на себя работу с этой задачей. Если тестирование не пройдено, задача возвращается в работу, и после переписывания кода нужно будет пройти ревью повторно. Если же все ок, задача получает апрув и становится кандидатом на слияние в основную ветку.
Теперь представим ситуацию, если поменять тестирование и ревью местами. Люди, которые тестируют, потратили время на подтверждение, что функциональность задачи готова, а на ревью оказывается, что решение не очень. Если тесты написаны, то переписать решение на новое не составит большого труда — своего рода рефакторинг. Но слабое место во времени, так как оно уже было потрачено на проверку функциональности и потребуется повторить проверку, чтобы получить апрув. Это не значит, что пользователи и тестеры не могут попробовать новую функциональность до этого этапа (каждая ветка при правильно настроенном CI/CD будет разворачиваться отдельно от остальных). Вопрос в приемке этой функциональности, потому что это тот шаг, который говорит разработчику, что все ок, и задача выполнена, не нужно скатываться в бесконечные правки.
Если говорить про такой аспект, как асинхронность работы, то для команд, работающих в разных часовых поясах, Jira становится местом, где можно следить за развитием задач. Условно, сделал задачу вечером, отправил на тестирование, пришел утром — она может быть еще в очереди на тестирование, быть заапрувленной или вернуться в статус ""В работе"" с указанием причин, что не так. В таких условиях очень удобно планировать свое рабочее время, потому что все наглядно видно.
У меня такое мнение на этот счет, а с какой организацией работы сталкивались вы?
Ютуб про питон
|
Чат про Python"
2024-11-21 14:59:35+00:00,"Я нашел несколько причин, почему бывает больно писать тесты, и решл кратко описать как решать это
Ситуация 1. Когда непонятно, как тестировать и что именно
Это индикатор того, что вводные для задачи не полные или нет понимания, что нужно по факту сделать. В этом случае нужно просто идти и спрашивать у того, кто ответственен за задачу, уточнять требования, какой должен быть конечный результат и из чего этот результат собирать (если это сторонний источник данных, например).
Далее просто готовятся фикстуры и пишется тест, который описывает логику от начала до конца (e2e, если говорим про бэк). В дальнейшем необходимо просто чтобы внутренняя реализация соответствовала этому тесту. Затем ветка разворачивается на стенд, где пользователь или тестеры могут проверить, что все работает как задумано. Все кейсы, которые работают не так как надо, в формате новых фикстур и новых тест-кейсов добавляются к остальным.
Ситуация 2. Когда высокая связанность кода и захардкожены значения внутри кода
Если при написании кода игнорируются такие вещи, как Dependency Injection, и объекты либо инициализируются внутри других объектов, либо берутся из глобальной области видимости, то это индикатор того, что стоит провести рефакторинг, потому что тесты будет также больно писать. Решение в конкретной ситуации с глобальными переменными: перенести их в отдельный модуль и создать моки для этих объектов, чтобы они повторяли необходимую логику. В тестах патчим нужные сервисы моками и делаем все то же, что при обычном написании тестов.
Ситуация 3. Код предполагает обращения к стороннему сервису, где данные могут меняться
Тестировать код на реальных сервисах — это в целом плохая практика, потому что это неэтично и медленно. В ситуациях на удаление каких-либо объектов внутри другого сервиса это в целом невозможно. Представим простой кейс: ходим в сторонний сервис для выгрузки данных, фильтруем на нашей стороне данные и отправляем список того, что должно быть удалено. В такой ситуации все это можно протестировать локально. На первый запрос с загрузкой данных мы готовим фикстуру, которая может быть JSON-ответом. Мы один раз идем в сервис, получаем данные, сохраняем и мокаем ими реальный запрос. Второй вызов, который на удаление,, например, с ID элементов на удаление мы также мокаем.  Создаем фикстуру с данными на отправку на основе документации, как пример. Чтобы проверить, что все замокано правильно, можно включить авиарежим на компьютере. Если тест не падает с сетевыми ошибками, значит, все замокано правильно, и можно просто работать над кодом.
Делитесь этим постом и пишите в комментариях какие у вас бывают проблемы с тестами
Ютуб про питон
|
Чат про Python"
2024-11-19 14:27:29+00:00,"В продолжение темы про изучение JS. Вчера созванивался с наставником, так как прохожу одно обучение с этим связанное и накопились некоторые вопросы, которые нужно было обсудить. Код, который мы разбирали, это сервис, написанный другим разработчиком и его нужно отрефакторить и у меня возникла сложность с понимаем работы авторизации в фулстак приложении.
Иногда не всегда понятно, почему те или иные решения были приняты предыдущим разработчиком и когда есть наставник, он может на основе опыта догадаться почему это было сделано именно так. Это такая археология кода и чтения мыслей по коду в одном флаконе.
Самый критичный баг, который был найден в процессе этих раскопок это эндпоинт, которые принимает данные с фронтенда и формирует токены для входа в клиент. Получается что злоумышленник мог бы просто создать себе учетку и выдать права для доступа к сервичу, с помощью одного запроса на бек. Это мое следующее задание, отрефакторить этот участок, чтобы все было под защитой.
Второй потенциальный кандидат на рефакторинг, это созданный адаптер для авторизации, который смешивает данные пользователя с действиями, которые могут производиться в процессе авторизации. Это потенциально может создать баги, если не знать как этим кстылем пользоваться. По хорошему логика авторизации должны быть изолирована и не зависеть от работы с данными авторизованного пользователя.
Полгода назад я возможно бы ворвался, чтобы все это отрефакторить, сейчас я как будто устал от этого, и выдерживаю баланс, что наверное стоит залатать критические места.
Это еще одна мысль которую я вынес из этого созвона, что фиксить все косяки необязательно, достаточно просто делать лучше, чем было
Ютуб про питон
|
Чат про Python"
2024-09-24 08:05:26+00:00,"Сейчас идет мой второй год работы разработчиком, и я понимаю, что лучшее обучение — это реальная работа.
Я бы всем, кто сейчас обучается, рекомендовал как можно раньше, достигнув уровня джуниора, сразу искать работу и устраиваться, а не пытаться пройти ещё пару курсов, после которых вот-вот придёт ощущение, что готов. Не нужно бояться
Реальная работа заставляет мозг думать по-другому, ориентироваться на решение задач. Это не просто учебные задания с выдуманными правилами, а реальные потребности людей, реальные обсуждения и поиск лучших решений. Это возможность обсудить задачи с опытными коллегами и получить от них новые идеи, технологии и варианты подхода к решению задач.
Это сильно прокачивает: по моим ощущениям три-четыре месяца реальной работы могут заменить год обучения на курсах.
Кроме того, реальная работа дает ощущение, что не нужно всё знать. Достаточно легко найти информацию в интернете. С появлением ChatGPT можно спокойно сделать запрос и быстро получить инфу из документации или найти типовое решение, которое можно использовать. Это становится дешевой частью работы. Сложные и дорогие в плане ресурсов вещи находятся в области мышления, где нужно найти решения, которые были бы эффективны и удобны для конечных пользователей.
Обобщая всё, что я сказал, рекомендую как можно раньше выходить на реальный рынок и устраиваться разработчиками — тогда начнётся очень быстрый профессиональный рост.
Ютуб про питон
|
Чат про Python"
2024-08-15 20:31:21+00:00,"Последние четыре месяца я чувствовал, что больше не могу обучаться. Я столкнулся с выгоранием и усталостью, и мне было тяжело заниматься чем-то новым в Python. Я сосредоточился только на рабочих тасках и не открывал ноутбук для личных проектов. В результате я остановился в развитии, что меня очень расстраивало. Я начал думать, что что-то не так.
На прошлых выходных я начал изучать JavaScript из-за необходимости по работе. И вот что я понял: изучение синтаксиса нового языка дается гораздо легче после года работы с Python. Некоторые концепции JavaScript дополняют понимание Python. Изучая JavaScript, я открыл для себя новые способы применения этих концепций в Python. Это настолько меня вовлекло, что я почувствовал прилив энергии и мотивации для изучения чего-то нового.
Этот опыт показал мне, что, возможно, в моменты, когда кажется, что сил двигаться дальше нет, важно не сдаваться. Нужно дать себе время и попробовать что-то новое. Это не обязательно должен быть другой язык программирования, это может быть любая новая технология. Главное — найти способ вернуть себе силы и мотивацию для дальнейшего развития.
В общем, есть такая фраза, про не можешь идти, не можешь идти в сторону цели - ползи, не можешь ползти - просто ляг в направлении цели. И сейчас эта фраза обрела особый смысл, нужно всегда держать фокус на цели, чтобы как только появятся силы начать бежать в сторону цели.
В общем, я, а вместе с ним и этот блог возвращаются к жизни. Буду рад, если накидаете реакций на пост и позовете друзей подписаться на этот блог
Ютуб про питон
|
Чат про Python"
2024-03-21 18:30:04+00:00,"Продолжая идею про децентрализацию, решил начать с того, чтобы развернуть собственный мини-сервер для запуска контейнеров с приложениями.  Ну и плюс, это сэкономит мне порядка минимум 200$ в год на сервисах для деплоя тех приложений, которым не нужен постоянный…"
2023-12-17 12:26:40+00:00,"/Про карьерные мувы. Часть 1. Так не надо делать/
На рубеже десятилетий, когда эдтех в стране агрессивно рос, нам продали идею, что любой может взять и пойти джуном в айти. Потом стало уже понятно, что мочь то может, но будет долго, больно и довольно сложно [потому что рынок стартовых позиций сильно перекошен в последние пару лет - спрос в десятки раз меньше, чем предложение]. Возможности стартануть это не отбирает, но есть сценарии перехода, которые почти-никогда-не-хорошие.
Например, регулярно у меня на карьерных консультациях случается диалог со взрослыми, опытными и крутыми специалистами [40-55 лет], у которых проскакивает вот это явно навязанное - «нуууу я тут подумал(а), может быть пойти поучиться и стать джуном-аналитиком/разработчиком/тестировщиком». При этом пришли они с запросом на карьерную стратегию дальше.
Так вот. в 100 из 100 случаев, которые я видела, мув стать условным джуном фронтент-разработчиком - плохой для их карьерного трекшена. Во-первых, потому что на этом рынке придется конкурировать со вчерашними выпускниками физтеха далеко не своей сильной стороной. Во-вторых, потому что свои сильные стороны [софты, опыт, насмотренность] придется задвинуть и оставить пылиться - тут они никому не нужны, а это обидно. Ну и кому это все? Тем более, что всегда можно построить более изящный трекшн, потому что желания и потребности лежат всегда глубже, чем «стать джуном фронтент-разработчиком»"
2023-12-17 12:26:39+00:00,"Давно хотел написать пост про то что не всем нужно перекатываться в айти (на примере друзей/знакомых, которые уже миддлы/сеньоры в своих профессиях и в целом им это нравится), но реклама, котороая льется из всех утюгов про ""го в айти"" создает желание попробовать. На самом деле, если текущая работа нравится, то если вложить столько же усилий, сколько займет перекат в айти (годовое обучение по 4-8 часов в день), то можно бустануть свою карьеру и получить профит в деньгах куда больший в своей текущей нише, чем при перекате в айти. Вот уже написанный пост от эксперта, так что мое мнение просто в дополнение.
Ютуб про питон
|
Чат про Python"
2023-12-16 10:30:43+00:00,"Давно уже натыкался на исследование про постановку целей, лет 10 назад, и вот сейчас оно снова попалось мне на глаза.
Краткая суть: У выпускников Гарвардской школы бизнеса спросили, составляли ли те письменные цели и план их достижения: 84% вообще не ставили целей, 13% поставили письменные цели, но не продумали конкретные планы, 3% учеников записали цели и конкретные планы по их достижению.
Через 10 лет 3% класса, у которых были записаны цели и планы, зарабатывали в десять раз больше, чем 97% их одногруппников.
Оригинал статьи:
https://www.wanderlustworker.com/the-harvard-mba-business-school-study-on-goal-setting/
Ютуб про питон
|
Чат про Python"
2023-12-02 21:06:46+00:00,"Купил курс по рефакторингу, на него сейчас предновогодняя скидка 65%
Кому интересно вот ссылка на сайт
https://refactoring.guru/
. Мне он нравится тем, что там представлены отличные примеры по паттернам проектирования, всем рекомендую добавить его в закладки
Ютуб про питон
|
Чат про Python"
2023-11-30 06:09:53+00:00,"Мой второй канал тоже подрос :)
Ютуб про питон
|
Чат про Python"
2023-11-27 08:44:23+00:00,Channel photo updated
2023-11-24 14:29:31+00:00,"Когда спросил как настроить свой профиль эксперта на Хабре и в качестве примера мне прислали мой же аккаунт ))
Ютуб про питон
|
Чат про Python"
2023-11-17 12:33:03+00:00,"Продолжая идею про децентрализацию, решил начать с того, чтобы развернуть собственный мини-сервер для запуска контейнеров с приложениями.
Ну и плюс, это сэкономит мне порядка минимум 200$ в год на сервисах для деплоя тех приложений, которым не нужен постоянный аптайм.
Ютуб про питон
|
Чат про Python"
2023-11-11 15:45:58+00:00,"Прочитал очень классную статью по работе маркетплейса под высокой нагрузкой. Бекенд и ecommerce в одном флаконе, прям все как я люблю. Очень много новых терминов и концепций, чтобы все прогуглить и изучить понадобится еще время. Вот ссылка:
https://habr.com/ru/companies/ozontech/articles/773038/
Ютуб про питон
|
Чат про Python"
2023-11-09 11:45:10+00:00,"В продолжение предыдущего поста, видео которое на меня сильно повлияло с мыслями про оптимизацию. Там была такая мысль, что когда вы ускоряете код, вы хотите прироста x5-10, а не какие то 10-20%, потому что время на оптимизацию будет потрачено больше, чем стоимость времени разработчиков, которое вы потратили на оптимизацию.
В видео рассказывает какие есть способы ускорить питонячий код в 10-20 раз и что в целом есть смысл делать, а что не очень
https://www.youtube.com/watch?v=77B2-Pk1fls&pp=ygUi0LrQsNC6INGD0YHQutC-0YDQuNGC0Ywg0L_QuNGC0L7QvQ%3D%3D
Ютуб про питон
|
Чат про Python"
2023-11-08 19:03:31+00:00,"Сегодня провел интересный эксперимент, после слов коллеги из команды, о том, что возврат значения с созданием переменной и без отличается по производительности.
Сначала я подумал, что разница не может быть уж слишком большой, и на нее можно забить. Но в результате замеров, получилось, что возврат значений без переменных у двух последовательных вызовов функций дает увеличение скорости на ~27%
Я пока еще не знаю как относится к этой информации, стремиться к увеличению скорости или придерживаться лучшей читаемости кода, но в целом, буду это учитывать и применять. И попробую углубиться в изучение скорости выполнения кода и оптимизации
Код и результаты замеров тут:
https://gist.github.com/kaziamov/d863ca91ed24034b22fb3e7a5d748bf2
Ютуб про питон
|
Чат про Python"
2023-10-22 15:50:57+00:00,"Продолжение истории с блокировкой LinkedIn.
Меня разблокировали, кек.
Переход на Web5 отменяется, я пошел лайкать мемесы, которые пропустил за время блокировки
😂
Ютуб про питон
|
Чат про Python"
2023-10-17 14:23:01+00:00,"Итог по проблеме с PyCharm.
Увеличение количества оперативки и увеличение файла подкачки не помогли.
Тех.поддержка на мой тикет ответила, что установка из flathub не является официальной, как и из любого другого стора, так что помочь с этим не могут. Порекомендовали установить из образа с оф.сайта. Мне конечно же такая штука не понравилась. Качать 700Мб редактора и устанавливать руками, как будто снова на Windows оказался, поэтому решил поискать другой вариант. И он оказался.
Оказывается, у JetBrains есть официальный лаунчер, через который можно скачать, установить или обновить любой редактор. Называется он ToolBox. После этого все редакторы качаются и обновляются одним кликом. Зачем все редакторы, если нужен только PyCharm. Это вопрос на будущее, чтобы попробовать в java и php. Не хочется потом снова качать по 700Мб и ручками, ну вы понели.
Итог, после установки через официальный ToolBox, все баги с зависанием пропали, так что рекомендую. Кроме этого, в нем можно увидеть новые программы в раннем доступе, оказывается, сейчас например там доступен редактор Fleet, это такой клон VScode, который работает со всеми языками. Мне конечно он не нужен, но посмотреть было интересно.
Такая вот заметка получилась."
2023-10-14 11:05:16+00:00,"Ныл тут у вас пару недель назад, про умирающий Ruby. Нашел таки работу, причем в хорошую компанию и за хорошие деньги, по моим меркам. Что могу сказать, отчаиваться было рано.
Заметил вот что: чем дольше я искал, тем больше было собеседований. Последняя неделя поисков (эта неделя) - по собесу каждый день, а во вторник аж два.
Тут, на мой взгляд, сыграло два фактора:
- Я обновил резюме, по сути переписав то же самое другими словами, выставил свое прошлое место работы в лучшем свете и добавил цифр
- Многие компании не спешат звать разработчиков на собес, в основном, приходили приглашения по откликам двухнедельной давности, а компания, в которую я пошел, вообще ждала месяц
К сожалению, перекат в пайтон так и не случился. И не случится в ближайшее время. Руби я все еще считаю тупиковым путем, к сожалению
Ребятам и девчатам, которые сейчас ищут работу хочу посоветовать не опускать руки. Уверен, если вы продолжите прикладывать усилия, у вас все получится (у меня же получилось). Работайте над своим резюме, оттачивайте рассказ о себе. Подумайте, какого специалиста хочет видеть работодатель? Не заостряйте внимание на ваших слабых местах и слабых местах компании, в которой вы работали (если в компании не писались тесты, значит и вы их не писали, правильно?). Бравируйте своими сильными сторонами, описывайте свой опыт как можно более привлекательно. Будьте уверенны в себе и показывайте эту уверенность потенциальному работодателю.
Удачи всем, кому она нужна и огромное спасибо Илье за оказанную поддержку
❤️"
2023-10-13 14:46:04+00:00,"Сегодня еще раз подумал, что Web3 с мыслями про то, что авторы должны сами управлять очень даже неплохая идея. Причиной тому стало то, что мою страницу в ЛинкедИн перманентно забанили по неизвестной причине. Просто при попытке логина запросило проверку и следом я получил письмо, о том, что проверку не прошел, поэтому страница удалена на всегда. Техподдержки по емайл у них нет, есть только создание тикетов для тех у кого аккаунт есть. Странная система, но да ладно.
В общем, решил что дальнейщим вектором развития для моего контента будет создание личного сервера типа Rasberry Pi, с локальным гит-хранилищем из которого будет разворачиваться личный блог. Любая активность в соцсетях будет вести на блог, чтобы в случае чего не потерять все, что было написано/создано на примере ЛинкедИн (хорошо, что я додумался сохранить все посты которые там публиковал в в телегу, хотя с другой стороны телега это такая же соцсеть и мне не принадлежит, что подводит снова к мысли о личном блоге).
Я на самом деле я не особо верю в Web3, который выглядит как трата энергии и ресурсов ради создания централизованной системы децентрализации, расходы на содержание которой будут только расти, что не очень экологично. Штука которая называется как Web5 звучит более разумно и подразумевает все ту же децентрализацию, но без привязки к блокчейну. Возможно я не особо шарю в этом, но будет повод разобраться.
Думаю в сторону того, чтобы запилить соцсеть, которая будет принадлежать авторам. Самое главное, чтобы это было опенсорсно, дружелюбно для новых пользователей (красиво и интуитивно понятно). Будет повод разо разобраться в таких штуках как ION, который типа альетрнативный DNS поверх DID (штука, которая как по мне интереснее классичеких доменов).
В общем, главное найти время, но спасибо ЛинкедИн, теперь у меня его чуть больше, ведь я буду меньше залипать в соцсетях
😂"
2023-10-10 08:29:20+00:00,"Вчера поломал 3811 тестов, но нет я не настолько плохо пишу код. Возник какой-то странный баг на CI. Просто интересная ситуация, хотел поделиться.
На выходных продолжал писать волонтерский проект. Суммарно потратил на него уже 68 часов, согласно wakatime (само собой оно не учитывает время на чтение документации и обдумывание решений). Суть проекта такая, что это система для модерирования чатов для некоммерческой организации с ML моделью для анализа контента. Все это написано на FastAPI + SQLalchemy2.0 + Aiogram3, плюс для регистрации там самописная система для авторизации и выдачи токенов, а для уведомлений о регистрации небольшая библиотека для рассылки емайлов. ML модель вынесена на отдельный API, я там не особо принимал участие в написании бека, только помогал с асинхронной работой с базой и немного по мелочи.
В целом, после такого опыта, возникло желание написать open source библиотеку для модерирования чатов, где можно будет подключать различные площадки типа телеграм, дискорд, и прочих, и управлять всем этим через единый интерфейс."
2023-10-07 07:37:23+00:00,"Кстати, вчера на работе были три интересные мысли про тестирование. Про номинальное покрытие тестами и про иллюзию покрытия тестами, и про подгонять тесты под код.
Номинальное покрытие тестами - это когда ты написал тесты, но они ничего не проверяют, т.е. самый утрированный пример этого написать внутри теста
assert True
, формально тест существует, но самом деле ничего не проверяет. В итоге, когда реально участок кода изменится, тесты не помогут определить поломку, потому что продолжат гореть зеленым. Это более широкая мысль про ""быть, а не казаться"" (которая, в моем мировозрении косвенно связана с мыслью про то, почему не стоит врать в резюме: соврал в резюме -> выдал желаемое за дейсвтительное)
Иллюзия покрытия тестами - мы знаем про то, что существует условно 60 ситуаций, которые могут возникнуть в процессе работы тестируемого участка кода. Но в зависимости о обстоятельств (нет времени или желания, есть другие горящие задачи), мы намеренно пишем только 20 из них и добавляем в тесты. Для всех остальных, будет видно, что этот участок/модуль протестирован и покрыт тестами (я предусматриваю момент доверия в команде, когда сделал - значит правда, а не в конце дня ты проходишь с coverage по всем коммитам тиммейтов в поисках правды). Т.е. если написал тесты на новый функционал, значит в тестах ты предусмотрел все ситуации, которые могут возникнуть (о которых ты предполагаешь на этапе разработки, баги и незапланированное возможное поведение я не учитываю). В общем, написал новый функционал - покрыл тестами, потом другие члены команды будут ориентироваться, что твои тесты объективны и загорятся красным в случае поломки. Но если тесты написаны только 20/60, то есть вероятность, что баг попадет в основную ветку, так как то место на которое он повлияет не был покрыт тестами. В итоге создается иллюзия того, что код покрыт тестами и это деет ложную уверенность в том, что все работает корректно. А по факту это не так (опять возвращаемся к мысли почему софт скиллы иногда ценятся выше хардскиллов, потому что научить человека писать код можно быстрее, чем быть честным и отвественным)
Как решить такую проблему - признать, что ты не можешь сейчас написать тесты и оставить участок кода не покрытым тестами, тогда все при работе с этим участком кода будут относиться более внимательно к изменениям, вместо ошибочного доверия неполным тестам. Такие ситуации в целом редкость, но этот как раз про это, иногда лучше признать горькую правду, чем создать красивую иллюзию что все покрыто.
Второй раз встречаю мысль про ""подгонять тесты под код"". Бывает желание переписать просто алгоритм, который используется внутри функции/метода/флоу, и просто проверить что все отрабатывает. Но при изменении внутренней реализации, придется каждый раз переписывать тесты, и это первый иникатор того, что тесты пишутся неправильно. По-хорошему, тесты должны быть максимально общими и отображать только что приходит на входе и какой результат на выходе. И при изменении реализации, если все продолжает работать как надо такие тесты буду так же показывать отраатывает ли код так как задуманно. Поэтому идея писать тесты для кода, выглядят заманчиво, ведь когда ты не знаешь внутреней реализации, можешь написать тест на тестирование требований программы. А потом уже делать любые реализации, которые просто работаю как надо.
Возможно это все было в книге про Билли-тестироващика, но все этим мысли я узнал за полчаса дейлика, не понимаю, почему все их так не любят, этож кладезь знаний. До этого было обсуждение инфраструктуры, про то как под нагрузкой добавляются и удаляются инстансы приложений, и тем самым масштабируется нагрузка. По ощущениям, это как в универе, ты можешь просто сидеть и впитывать знания с минимальными усилиями, как бы само окружение позволяет тебе обучаться."
2023-10-06 19:41:54+00:00,"Сегодня получил ответ по сотрудничеству от Хекслета, теперь все мои подписчики могут получить скидку 15% на обучение, если назовут менеджеру промокод
будниджуна
🥷"
2023-10-06 16:23:30+00:00,"Пока писал предыдущий пост понял такую мысль, свичнутся в разработку бека это хорошая мысль, потому что для того чтобы начать обучаться по факту подойдет любой ноутбук, даже самый древний и мохнатый. На время обучения его будет хватать для любых заданий, да, возможно комфорт будет отличаться от стартовых характеристик, но в целом это сработает. Если бы не рабочий проект на 470 тысяч строк кода, то возможно я бы и не подумал, о том, что редактору кода требуется больше чем 2Гб оперативки.
Так что в сравнении с дизайном, где требуются мощные процессоры и видеокарты с вагоном памяти и мониторов, то тут пиши код хоть в блокноте, остальные плюшки лишь добавляют комфорта и скорости.
Так что да, бекенд это кайфушки"
